CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16975,-2504,1,0,1,1,Laborers,1.0,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16975,-2504,1,0,1,1,Laborers,1.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,Other,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,Other,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,Other,2.0,1
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,Other,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,Other,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,Other,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,Other,2.0,0
F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,-18388,-7830,1,0,0,0,Core staff,1.0,1
F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,-18388,-7830,1,0,0,0,Core staff,1.0,0
F,N,Y,0,279000.0,State servant,Higher education,Single / not married,House / apartment,-11091,-617,1,0,0,1,Managers,1.0,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,1,0,0,0,Core staff,2.0,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,1,0,0,0,Core staff,2.0,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,1,0,0,0,Core staff,2.0,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,1,0,0,0,Core staff,2.0,0
M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,1,0,0,0,Cleaning staff,4.0,0
M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,1,0,0,0,Cleaning staff,4.0,0
M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,1,0,0,0,Cleaning staff,4.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2.0,1
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2.0,0
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2.0,0
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2.0,0
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2.0,0
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2.0,1
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2.0,0
F,Y,Y,2,306000.0,State servant,Higher education,Married,House / apartment,-13541,-3965,1,0,0,0,Core staff,4.0,0
F,Y,Y,2,306000.0,State servant,Higher education,Married,House / apartment,-13541,-3965,1,0,0,0,Core staff,4.0,0
F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,365243,1,0,0,0,Other,2.0,0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,Other,2.0,0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,Other,2.0,0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,Other,2.0,0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,Other,2.0,0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,Other,2.0,0
F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,Other,1.0,0
F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,Other,1.0,1
F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,Other,1.0,0
F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,Other,1.0,0
F,N,Y,1,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15397,-1894,1,1,1,0,Core staff,3.0,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8363,-525,1,0,0,0,Other,1.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2.0,0
F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14995,-5365,1,0,0,1,Other,3.0,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Other,2.0,1
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Other,2.0,1
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Other,2.0,0
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Other,2.0,0
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Other,2.0,1
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Other,2.0,0
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Other,2.0,1
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Other,2.0,1
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0
M,Y,Y,0,202500.0,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,Other,2.0,0
M,Y,Y,0,202500.0,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,Other,2.0,0
M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0
M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0
M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0
M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0
M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0
F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2.0,1
F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2.0,1
F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2.0,1
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,1,0,0,0,Laborers,2.0,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,1,0,0,0,Laborers,2.0,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-8824,-739,1,0,0,1,Laborers,2.0,0
M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,Other,4.0,0
M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,Other,4.0,0
M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,Other,4.0,0
M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,Other,4.0,0
M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,Other,4.0,0
M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0
M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0
M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0
M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0
M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0
M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0
F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,1,0,1,0,Sales staff,2.0,0
F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,1,0,1,0,Sales staff,2.0,1
F,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,Other,2.0,0
F,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,Other,2.0,0
M,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18104,-1317,1,0,0,0,Drivers,2.0,0
F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,1,0,1,0,Other,1.0,0
F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,1,0,1,0,Other,1.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,1
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-13764,-3996,1,0,0,1,Core staff,2.0,0
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-13764,-3996,1,0,0,1,Core staff,2.0,0
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,Other,2.0,0
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,Other,2.0,0
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,Other,2.0,0
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,Other,2.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,1
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0
M,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,Secretaries,2.0,0
M,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,Secretaries,2.0,1
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,1
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0
F,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-19714,-8348,1,0,0,0,Managers,2.0,0
F,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-19714,-8348,1,0,0,0,Managers,2.0,0
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14686,-3600,1,1,0,0,Cooking staff,3.0,0
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14686,-3600,1,1,0,0,Cooking staff,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,Other,3.0,1
